"id","question","answer_a","answer_b","answer_c","correct","media","points","category"
"10068","Czy przejrzystość szyb ma wpływ na pole widzenia kierowcy?","Ma wpływ na ograniczenie pola widzenia.","Tylko w warunkach zmniejszonej przejrzystości powietrza.","Nie ma żadnego wpływu na ograniczenie pola widzenia.","A","Slajd_003515_1024x576.jpg","1","B"
"10069","Jaki czynnik powoduje zmniejszenie pola widzenia kierującego pojazdem?","Duża prędkość jazdy.","Dobra przejrzystość powietrza.","Zbyt mała prędkość.","A","Slajd277_cen_1024x576.jpg","1","B"
"10070","Jakie czynniki wpływają na poprawę pola widzenia?","Zwiększanie prędkości pojazdu.","Zmniejszanie prędkości pojazdu.","Stres kierowcy.","B","Slajd_001946_1_1024x576.jpg","1","B"
"10071","Które w wymienionych elementów drogi powinieneś obserwować podczas jazdy autostradą?","Tylko swój pas ruchu przed pojazdem.","Całą jezdnię i pobocze przed i za pojazdem.","Tylko swój pas ruchu i prawe pobocze przed pojazdem.","B","Slajd_001936_35_1024x576.jpg","1","B"
"10072","W jaki sposób powinno być ustawione lusterko zewnętrzne w samochodzie osobowym?","Tak, aby w połowie lusterka była widoczna boczna szyba przednich drzwi.","Tak, aby w lusterku nie był widoczny bok pojazdu.","Tak, aby w lusterku był widoczny fragment boku pojazdu oraz droga za pojazdem.","C","Slajd_001950_1024x576.jpg","1","B"
"10073","W jaki sposób prędkość pojazdu wpływa na pole widzenia kierowcy?","Wraz ze wzrostem prędkości pole widzenia zmniejsza się.","Wraz ze wzrostem prędkości pole widzenia zwiększa się.","Nie ma wpływu.","A","Slajd_004037_1024x576.jpg","1","B"
"10074","Jak powinieneś zachować się wjeżdżając na odcinek drogi pokryty kałużami?","Ograniczyć prędkość jazdy.","Zwiększać prędkość jazdy.","Zjechać na pas ruchu dla kierunku przeciwnego.","A","Slajd_002013_cen_1024x576.jpg","1","B"
"10075","Jaki tor jazdy powinieneś obrać w początkowej fazie pokonywania pokazanego zakrętu w lewo?","Maksymalnie zjeżdżając do środka jezdni, najeżdżając na podwójną ciągłą linię.","Zjeżdżając do środka jezdni, ale nie przekraczając podwójnej ciągłej linii.","Zbliżyć się do prawej krawędzi jezdni.","C","Slajd_002786_5_1024x576.jpg","1","B"
"10076","Która z wymienionych technik jazdy pasuje do określenia „ekonomiczna jazda samochodem”?","Używanie tylko hamulca roboczego do zmniejszania prędkości jazdy.","Używanie silnika do zmniejszania prędkości jazdy.","Częsta zmiana biegów, w celu utrzymania wysokich obrotów silnika.","B","Slajd5081_cen_1024x576.jpg","1","B"
"10077","Która z wymienionych technik jazdy pasuje do określenia „ekonomiczna jazda samochodem”?","Częste używanie hamulca roboczego.","Unikanie gwałtownych hamowań i przyspieszeń.","Częsta zmiana biegów.","B","Slajd5081_cen_1024x576.jpg","1","B"
"10078","Na czym powinna polegać prawidłowa technika jazdy w tej sytuacji drogowej?","Na dobraniu odpowiedniej prędkości jazdy.","Na zajmowaniu środka jezdni.","Na jeździe z możliwie najniższym biegiem.","A","Slajd_003893_67_1024x576.jpg","1","B"
"10079","W jaki sposób można ułatwić sobie wyjazd samochodem osobowym z grząskiego śniegu?","Kilkakrotne cofając i ruszając do przodu.","Ruszając na dużych obrotach silnika.","Puszczając gwałtownie pedał sprzęgła.","A","Slajd693_cen_1024x576.jpg","1","B"
"10080","Czy dopuszczalne jest holowanie samochodem osobowym na autostradzie do najbliższego wyjazdu lub miejsca obsługi podróżnych?","Nie.","Tak.","Tak, ale jadąc z maksymalną prędkością 20 km/h.","A","790_1024x576.jpg","1","B"
"10081","Czy dopuszczalne jest holowanie za pomocą połączenia sztywnego pojazdu o niesprawnym układzie kierowniczym?","Nie.","Tak, ale tylko w obszarze niezabudowanym.","Tak, ale tylko w obszarze zabudowanym.","A","","1","B"
"10083","Czy przewożąc pasażera w wieku 6 lat motorowerem masz prawo poruszać się z prędkością 50 km/h?","Tak, ale tylko w godz. 5.00-23.00.","Tak.","Nie.","C","N181.jpg","1","B"
"10084","Ile wynosi maksymalnie dopuszczalna długość zespołu pojazdów składającego się z samochodu ciężarowego o dopuszczalnej masie całkowitej do 3,5 tony i przyczepy kempingowej?","19,85 metra.","18,75 metra.","14,95 metra.","B","Slajd802_cen_1024x576.jpg","1","B"
"10085","Który z wymienionych przypadków jest prawidłowym sposobem przewożenia ładunku na przyczepie ciągniętej przez samochód osobowy?","Ładunek jest zabezpieczony przed przesuwaniem się.","Ładunek nie jest zabezpieczony przed zmianą położenia.","Ładunek nie jest zabezpieczony przed zmianą położenia, jeżeli prędkość jazdy nie będzie większa niż 30 km/h.","A","Slajd802_cen_1024x576.jpg","1","B"
"10086","W jaki sposób powinieneś przewozić ładunek w przyczepie ciągniętej przez samochód osobowy?","Ładunek nie powinien być zabezpieczony przed zmianą położenia.","Ładunek może zasłaniać niektóre światła przyczepy.","Ładunek nie może naruszać stateczności pojazdu.","C","Slajd_001360_142_cen_1024x576.jpg","1","B"
"10087","Czy międzynarodowe prawo jazdy może być wydane na okres dłuższy niż 3 lata?","Tak, jeżeli wynika to z orzeczenia lekarskiego.","Tak, w każdym przypadku.","Nie.","C","Slajd6222_cen_1024x576.jpg","1","B"
"10089","Czy masz prawo kierować pojazdem, jeśli Twoje prawo jazdy jest nieważne?","Tak, jeśli minął dopiero tydzień.","Tak, ponieważ masz 30 dni na aktualizację danych.","Nie.","C","Slajd799_cen_1024x576.jpg","1","B"
"10090","Czy posiadając prawo jazdy kat. B jesteś uprawniony do kierowania ciągnikiem rolniczym za granicami Państwa?","Tak.","Tak, ale tylko w terenie zabudowanym.","Nie.","C","Slajd6223_cen_1024x576.jpg","1","B"
"10091","Czy posiadając prawo jazdy kat. B od co najmniej 3 lat, masz prawo kierować motocyklem o pojemności skokowej silnika nie większej niż 125 cm3?","Tak.","Nie.","Tak, pod warunkiem jazdy z maksymalną prędkością 30 km/h.","A","Slajd9024_cen_1024x576.jpg","1","B"
"10093","Czy prawo jazdy kat. B uprawnia do kierowania zespołem pojazdów składającym się z samochodu osobowego i przyczepy, których łączna dopuszczalna masa całkowita nie przekracza 3,5 tony?","Nie.","Tylko pod warunkiem nie przekraczania prędkości 30 km/h.","Tak.","C","Slajd6223_cen_1024x576.jpg","1","B"
"10094","Czy w celu wydania międzynarodowego prawa jazdy powinieneś zgłosić się do wojewody?","Nie, takie prawo jazdy wydaje starosta.","Tak, ale trzeba uiścić opłatę ewidencyjną.","Tak w każdym przypadku.","A","Slajd6222_cen_1024x576.jpg","1","B"
"10095","Gdzie można znaleźć informację o dozwolonej liczbie przewożonych w samochodzie osobowym osób?","W dowodzie rejestracyjnym.","W prawie jazdy.","W umowie OC.","A","dokum_cen_1024x576.jpg","1","B"
"10098","Jaką awarię sygnalizuje szybko migający kierunkowskaz?","Słaby akumulator.","Zwarcie w przewodach wysokiego napięcia.","Przepaloną żarówkę kierunkowskazu.","C","Slajd221_cen_1024x576.jpg","1","B"
"10099","Jaki może być objaw pęknięcia przewodu hamulcowego w samochodzie osobowym?","Wzrost siły hamującej przy jednostajnym naciskaniu na pedał hamulca.","Niewielki lub brak oporu pedału hamulca przy jego wciskaniu.","Bardzo duży opór pedału hamulca przy jego wciskaniu.","B","brak_zdjecia_1024x576.jpg","1","B"
"10100","Która z wymienionych przyczyn spowoduje nieosiągnięcie przez silnik, o zapłonie samoczynnym, obrotów rozruchowych?","Niesprawny rozrusznik.","Naładowany akumulator.","Zbyt luźny pasek klinowy alternatora.","A","Slajd799_cen_1024x576.jpg","1","B"
"10101","Który z wymienionych czynników, może być przyczyną ściągania samochodu w lewą stronę?","Nieprawidłowa zbieżność kół przednich.","Jednakowe ciśnienie powietrza w kołach pojazdu.","Usterka modułu elektronicznego hamulca ręcznego.","A","Slajd659_cen_1024x576.jpg","1","B"
"10102","Który z wymienionych czynników, może spowodować szybsze zużywanie się opon na kołach przednich w samochodzie osobowym?","Niewielkie obciążenie przedniej osi pojazdu.","Nieprawidłowa zbieżność.","Nierówna nawierzchnia jezdni.","B","Slajd324_cen_1024x576.jpg","1","B"
"10103","W jaki sposób oświetlają drogę przed samochodem osobowym światła mijania?","Prostopadle.","Symetrycznie.","Asymetrycznie.","C","Slajd426_cen_1024x576.jpg","1","B"
"10104","W którym z wymienionych przypadków, masz obowiązek wymienić oponę na nową w samochodzie osobowym?","Gdy uszkodzony jest zawór powietrza.","Gdy w czole opony znajduje się cienki gwóźdź.","Gdy na boku opony są widoczne odkształcenia.","C","wymiana_kola_1024x576.jpg","1","B"
"10108","Czy prawo jazdy kat. B uprawnia do kierowania motorowerem lub czterokołowcem lekkim?","Tak, ale tylko poza obszarem zabudowanym.","Tak.","Nie.","B","Slajd6223_cen_1024x576.jpg","1","B"
"10109","Czy podczas holowania motocykla powinny być sprawne w nim dwa układy hamulcowe?","Tak, ale tylko przy prędkości powyżej 20 km/h.","Tak.","Nie, wystarczy jeden.","B","","1","B"
"10757","Czy dozwolony jest postój na wyznaczonych miejscach dla osób niepełnosprawnych, jeżeli posiadana przez kierującego karta parkingowa straciła ważność?","Tak, jeśli nie mnięło od tego czasu więcej niż 7 dni.","Tak, jeśli nie mnięło od tego czasu więcej niż 14 dni.","Nie.","C","AKADEMIA_2.jpg","1","B"
"10793","Czy kierując pojazdem nienormatywnym masz obowiązek mieć przy sobie i okazywać uprawnionym osobom zezwolenie na przejazd?","tak","nie","to zależy od treści zezwolenia","A","Zezwolenie.jpg","1","C"
"10794","Czy poruszając się pojazdem nienormatywnym o rzeczywistej masie całkowitej powyżej 80 ton występuje obowiązek pilotowania takiego pojazdu przez dwa pojazdy pilotujące?","tak","nie","tak, ale tylko w godzinach 22:00-5:00","A","80ton_2pilotow.jpg","1","C"
"10795","Czy poruszając się pojazdem nienormatywnym o szerokości ponad 3,6 m zachodzi obowiązek pilotowania takiego pojazdu przez dwa pojazdy pilotujące?","tak","nie","tak, ale tylko w godzinach 22:00-5:00","A","szerokosc_2pilotow.jpg","1","C"
"10796","Czy poruszając się pojazdem nienormatywnym o długości ponad 30 m zachodzi obowiązek pilotowania takiego pojazdu przez dwa pojazdy pilotujące?","tak","nie","tak, ale tylko w godzinach 22:00-5:00","A","30m_pilot.jpg","1","C"
"10797","Czy poruszając się pojazdem nienormatywnym o rzeczywistej masie całkowitej powyżej 60 ton występuje obowiązek pilotowania takiego pojazdu?","tak","nie","tak, ale tylko w godzinach 22:00-5:00","A","60ton_pilotowanie.jpg","1","C"
"10798","Czy poruszając się pojazdem nienormatywnym o szerokości ponad 3,2 m występuje obowiązek pilotowania takiego pojazdu?","tak","nie","tak, ale tylko w godzinach 22:00-5:00","A","szerokosc_pilot.jpg","1","C"
"10799","Czy poruszając się pojazdem nienormatywnym o długości ponad 23 m występuje obowiązek pilotowania takiego pojazdu?","tak","nie","tak, ale tylko w godzinach 22:00-5:00","A","dlugosc_pilotowanie.jpg","1","C"
"10800","Czy poruszając się pojazdem nienormatywnym kierujący ma obowiązek przestrzegać warunków przejazdu wskazanych w zezwoleniu odpowiedniej kategorii?","tak","nie","tak, ale tylko gdy ładunek jest podzielny","A","warunki_zezwolenia.jpg","1","C"
"10801","Czy poruszając się pojazdem nienormatywnym kierujący ma obowiązek zachować szczególną ostrożność?","tak","nie","tak, ale tylko w godzinach 22:00-5:00","A","ostroznosc.jpg","1","C"
"10802","Czy poruszając się zespołem pojazdów o wysokości większej niż 4 m wymagane jest zezwolenie?","tak","nie","tak, ale tylko gdy ładunek jest podzielny","A","wysokosc.jpg","1","C"
"10804","Czy poruszając się pojazdem o rzeczywistej macie całkowitej 50 ton lub więcej wymagane jest zezwolenie odpowiedniej kategorii na przejazd pojazdu nienormatywnego?","tak","nie","tak, ale tylko na drogach krajowych","A","50ton.jpg","1","C"
"10806","Przewożenie dziecka w foteliku bezpieczeństwa zamontowanym tyłem do kierunku jazdy na przednim siedzeniu pojazdu samochodowego, wyposażonego w poduszkę powietrzną dla pasażera jest:","dozwolone bez ograniczeń.","zabronione.","dozwolone, jeżeli poduszka powietrzna nie jest aktywna podczas przewożenia.","C","","1","B"
"10807","Przewożenie dziecka siedzącego tyłem do kierunku jazdy w urządzeniu przytrzymującym dla dzieci, zamontowanym na przednim siedzeniu pojazdu samochodowego wyposażonego w poduszkę powietrzną jest:","Dozwolone, jeżeli poduszka powietrzna nie jest aktywna podczas przewożenia.","Zawsze zabronione.","Dozwolone bez ograniczeń.","A","","1","D,D1"
"10808","Przewożenie samochodem osobowym dziecka w wieku poniżej 3 lat jest:","Dozwolone, jeżeli pojazd nie jest wyposażony w pasy bezpieczeństwa.","Dozwolone, jeżeli pojazd jest wyposażony w pasy bezpieczeństwa i fotelik dla dziecka.","Zabronione bez względu na wyposażenie pojazdu.","B","","1","D,D1"
"10809","Przewożenie dziecka w wieku poniżej trzech lat samochodem osobowym, niewyposażonym w pasy bezpieczeństwa i fotelik bezpieczeństwa dla dziecka lub w pasy bezpieczeństwa i inne urządzenie przytrzymujące dla dzieci jest:","Zabronione.","Dozwolone.","Dozwolone, jeżeli dziecko trzymane jest na rękach przez pełnoletniego pasażera.","A","","1","D1"
"10810","Przewożenie dziecka na przednim siedzeniu samochodu bez fotelika bezpieczeństwa dla dziecka jest:","Zabronione, jeżeli dziecko ma mniej niż 150 cm wzrostu.","Zawsze zabronione.","Dozwolone, jeżeli dziecko ma nie mniej niż 140 cm wzrostu.","A","","1","D,D1"
"10811","Obowiązek korzystania z pasów bezpieczeństwa:","Dotyczy kierującego taksówką podczas przewożenia pasażera.","Nie dotyczy dziecka poniżej 3 lat przewożonego autobusem.","Dotyczy kobiety o widocznej ciąży.","B","","1","D,D1"
"10812","Dziecko mające mniej niż 150 cm wzrostu, przewożone samochodem osobowym wyposażonym w pasy bezpieczeństwa, powinno znajdować się w foteliku bezpieczeństwa dla dziecka, zgodnym z:","Masą i wzrostem dziecka oraz właściwymi warunkami technicznymi określonymi w przepisach Unii Europejskiej.","Masą i wzrostem dziecka.","Wiekiem dziecka.","A","","1","D,D1"
"10813","Jeżeli w samochodzie osobowym na tylnym siedzeniu przewożonych jest dwoje dzieci w fotelikach bezpieczeństwa i nie ma możliwości zainstalowania trzeciego fotelika, to:","Nie można przewozić trzeciego dziecka.","Może być przewożone trzecie dziecko, jeżeli ma co najmniej 3 lata i jest przytrzymywane za pomocą pasów bezpieczeństwa.","Może być przewożone trzecie dziecko, jeżeli ma co najmniej 5 lat.","B","","1","D,D1"
"10814","Przewożenie na tylnym siedzeniu samochodu osobowego dziecka przytrzymywanego za pomocą pasów bezpieczeństwa jest:","Dozwolone, jeżeli dziecko ma co najmniej 135 cm wzrostu i nie jest możliwe zapewnienie mu fotelika bezpieczeństwa ze względu na jego wzrost i masę.","Zabronione bez fotelika bezpieczeństwa.","Dozwolone, jeżeli dziecko ma co najmniej 125 cm wzrostu i nie jest możliwe zapewnienie mu fotelika bezpieczeństwa ze względu na jego wzrost i masę.","A","","1","D,D1"
"10815","Foteliki bezpieczeństwa dla dzieci oraz inne urządzenia przytrzymujące dla dzieci należy instalować w pojeździe:","w sposób bezpieczny i estetyczny.","w sposób umożliwiający łatwy dostęp do dziecka.","zgodnie z zaleceniami producenta urządzenia.","C","","1","B"
"10816","Policjant zatrzyma prawo jazdy za pokwitowaniem w przypadku ujawnienia czynu polegającego na:


Policjant zatrzyma","kierowaniu pojazdem z prędkością przekraczającą dopuszczalną o 50 km/h na obszarze zabudowanym.","kierowaniu pojazdem z prędkością przekraczającą dopuszczalną o więcej niż 50 km/h na obszarze zabudowanym.","kierowaniu pojazdem z prędkością przekraczającą dopuszczalną o 50 km/h poza obszarem zabudowanym.","B","","1","B"
"10817","Policjant zatrzyma wydane w kraju prawo jazdy za pokwitowaniem, w przypadku ujawnienia czynu polegającego na przewożeniu osób samochodem osobowym, w liczbie przekraczającej liczbę miejsc określoną w dowodzie rejestracyjnym o:","1 osobę.","2 osoby.","3 osoby.","C","","1","D,D1"
"10818","Pokwitowanie zatrzymania wydanego w kraju prawa jazdy z powodu przekroczenia przez kierującego dopuszczalnej prędkości o więcej niż 50 km/h na obszarze zabudowanym, uprawnia do kierowania pojazdem w okresie:","7 dni od dnia zatrzymania.","72 godzin od chwili zatrzymania.","24 godzin od chwili zatrzymania.","C","","1","D,D1"
"10819","Starosta wydaje decyzję administracyjną o zatrzymaniu prawa jazdy, gdy kierujący pojazdem przekroczył dopuszczalną prędkość o:","więcej niż 50 km/h na obszarze zabudowanym.","50 km/h na obszarze zabudowanym.","50 km/h poza obszarem zabudowanym.","A","","1","B"
"10822","W przypadku gdy kierujący przekroczył dopuszczalną prędkość o więcej niż 50 km/h na obszarze zabudowanym, starosta wydaje decyzję administracyjną o zatrzymaniu prawa jazdy na okres:","1 miesiąca.","2 miesięcy.","3 miesięcy.","C","","1","B"
"10825","Policjant zatrzyma, za pokwitowaniem, prawo jazdy wydane przez państwo inne niż Rzeczpospolita Polska, w przypadku ujawnienia czynu polegającego na przewożeniu samochodem osobowym:","O 1 osobę więcej niż określono w dowodzie rejestracyjnym.","O 3 osoby więcej niż określono w dowodzie rejestracyjnym.","O 2 osoby więcej niż określono w dowodzie rejestracyjnym.","B","","1","D,D1"
"10826","Kierujący pojazdem, zarejestrowanym na terytorium Rzeczypospolitej Polskiej, jest zobowiązany mieć przy sobie i okazywać do kontroli dokument:","Stwierdzający zawarcie obowiązkowego ubezpieczenia OC.","Stwierdzający dopuszczenie pojazdu do ruchu.","Potwierdzający kalibrację blokady alkoholowej, jeżeli obowiązek posiadanie blokady wynika z jego prawa jazdy.","C","","1","D,D1"
"10827","Kierujący pojazdem, zarejestrowanym na terytorium Rzeczypospolitej Polskiej, jest zobowiązany mieć przy sobie i okazywać na żądanie uprawnionego organu:","Pokwitowanie zatrzymania dowodu rejestracyjnego albo pozwolenia czasowego.","Dokument stwierdzający dopuszczenie pojazdu do ruchu.","Dokument potwierdzający zawarcie umowy obowiązkowego ubezpieczenia OC posiadacza pojazdu.","A","","1","D,D1"
"10828","Obowiązek posiadania przy sobie prawa jazdy, wydanego na terytorium RP, dotyczy:","Kierującego autobusem.","Kierującego samochodem osobowym.","Nie ma takiego obowiązku, bez względu na rodzaj pojazdu, którym kierujemy.","C","","1","D,D1"
"10829","Dokumentem stwierdzającym dopuszczenie pojazdu samochodowego do ruchu jest:","dowód rejestracyjny.","karta pojazdu.","nalepka kontrolna na przedniej szybie.","A","","1","B"
"10832","Policjant zatrzyma dowód rejestracyjny pojazdu w razie stwierdzenia, że:","Badanie techniczne zostało dokonane przez jednostkę do tego nieupoważnioną.","Pojazd posiada niesprawne oświetlenie tablicy rejestracyjnej.","Kierujący nie posiada podczas prowadzenia pojazdu dowodu rejestracyjnego.","A","","1","D,D1"
"10833","Utrzymywanie tablic rejestracyjnych w należytym stanie i zapewnienie ich czytelności:","Jest nieobowiązkowe, tylko wynika z dbałości o stan estetyczny pojazdu.","Jest obowiązkiem kierującego pojazdem.","Jest obowiązkiem właściciela pojazdu.","B","","1","D,D1"
"10834","Kierujący pojazdem, zarejestrowanym na terytorium Rzeczypospolitej Polskiej,  jest obowiązany mieć przy sobie i okazywać na żądanie uprawnionego organu:","Dokument stwierdzający uprawnienie do kierowania pojazdem.","Dokument stwierdzajacy uprawnienie do kierowania pojazdem, inny niż wydane w kraju prawo jazdy.","Dokument stwierdzający dopuszczenie pojazdu do ruchu.","B","","1","D,D1"
"10835","Kierujący pojazdem, zarejestrowanym na terytorium RP oraz posiadający prawo jazdy wydane przez organy RP, jest obowiązany mieć przy sobie i okazywać na żądanie uprawnionego organu:","Ważne pokwitowanie zatrzymania prawa jazdy.","Dokument stwierdzający uprawnienie do kierowania pojazdem.","Dowód opłacenia składki za obowiązkowe ubezpieczenie odpowiedzialności cywilnej posiadacza pojazdu.","A","","1","D,D1"
"10836","Kierujący pojazdem, zarejestrowanym na terytorium RP, posiadający prawo jazdy wydane przez organy RP, jest obowiązany mieć przy sobie i okazywać na żądanie uprawnionego organu:","Dowód opłacenia składki za obowiązkowe ubezpieczenie odpowiedzialności cywilnej posiadacza pojazdu.","Dokument stwierdzający uprawnienie do kierowania pojazdem.","Inne dokumenty, jeżeli obowiązek taki wynika z odrębnej ustawy.","C","","1","D,D1"
"10837","Pojazd zarejestrowany na terytorium RP jest usuwany z drogi na koszt właściciela w przypadku:","Pozostawienia pojazdu w miejscu gdzie jest to zabronione i nie zagraża bezpieczeństwu.","Nieokazania przez kierującego dokumentu potwierdzającego zawarcie umowy OC.","Kierowania nim przez osobę nieposiadającą uprawnienia do kierowania pojazdami i gdy nie ma możliwości zabezpieczenia pojazdu przez przekazanie go osobie znajdującej się w nim i posiadającej uprawnienia do kierowania tym pojazdem.","C","","1","D,D1"
"10838","Kierujący samochodem osobowym zarejestrowanym za granicą i uczestniczącym w ruchu na terytorium RP jest obowiązany mieć przy sobie i okazywać na żądanie uprawnionego organu:","Dokument stwierdzający uprawnienie do kierowania pojazdem inny niż wydane w kraju prawo jazdy.","Paszport wydany przez kraj, w którym został zarejestrowany pojazd.","Dokument potwierdzający przeprowadzenie badania technicznego.","A","","1","D,D1"
"10839","Kierujący pojazdem wykonujący jazdę testową z wykorzystaniem profesjonalnego dowodu rejestracyjnego jest obowiązany mieć przy sobie i okazywać na żądanie uprawnionego organu:","Dokument stwierdzający uprawnienie do kierowania pojazdem, wydany na terytorium RP.","Dokument stwierdzający dopuszczenie pojazdu do ruchu.","Dowód opłacenia składki za obowiązkowe ubezpieczenie OC.","B","","1","D,D1"
"10840","W jaki sposób przewozisz dziecko o wzroście mniejszym niż 150 cm na przednim siedzeniu samochodu osobowego, który ma pięć miejsc siedzących?","Na kolanach pasażera.","W foteliku bezpieczeństwa lub innym urządzeniu przytrzymującym dziecko.","W foteliku bezpieczeństwa tyłem do kierunku jazdy, jeżeli pojazd ma aktywną poduszkę powietrzną dla pasażera.","B","","1","B"
"10841","Kierujący pojazdem zarejestrowanym na terytorium RP i posiadający uprawnienia wydane przez organy RP jest obowiązany mieć przy sobie i okazywać na żądanie uprawnionego organu:","Dokument stwierdzający dopuszczenie pojazdu do ruchu.","Dokument stwierdzający uprawnienie do kierowania pojazdem.","Zaświadczenie o przeprowadzonym badaniu technicznym z wynikiem pozytywnym w zakresie wyposażenia pojazdu w blokadę alkoholową.","C","","1","D,D1"
"10842","Brak przy sobie wydanego w kraju prawa jazdy, podczas kierowania samochodem osobowym po drogach publicznych w Polsce:","Nie rodzi żadnych konsekwencji prawnych.","Skutkuje nałożeniem mandatu karnego.","Skutkuje skierowaniem wniosku o ukaranie.","A","","1","D,D1"
"10843","Kierujący pojazdem zarejestrowanym na terytorium RP i posiadający uprawnienia wydane przez organy RP jest obowiązany mieć przy sobie i okazywać na żądanie uprawnionego organu:","Dowód rejestracyjny pojazdu.","Dokument stwierdzający kalibrację blokady alkoholowej, jeżeli obowiązek posiadanie blokady wynika z jego prawa jazdy.","Dokument stwierdzający uprawnienie do kierowania pojazdem.","B","","1","D,D1"
"10844","Do czego jest uprawniony policjant podczas kontroli ruchu drogowego?","Ustalania tożsamości kierującego pojazdem na podstawie danych z Rejestru Dowodów Osobistych.","Żądania okazania przez kierującego, wydanego w kraju prawa jazdy.","Żądania okazania przez kierującego, dokumentu potwierdzającego zawarcie umowy OC pojazdu zarejestrowanego na terytorium RP.","A","","1","D,D1"
"10869","W jaki sposób przewozisz dziecko o wzroście mniejszym niż 150 cm samochodem osobowym, w którym jest pięć miejsc siedzących?","Na przednim siedzeniu bez fotelika lub innego urządzenia przytrzymującego dziecko.","Na przednim siedzeniu w innym niż fotelik urządzeniu przytrzymującym dziecko.","Na tylnym siedzeniu bez zapiętych pasów bezpieczeństwa.","B","","1","B"
"10871","W jaki sposób zainstalujesz w pojeździe fotelik bezpieczeństwa służący do przewozu dziecka?","W sposób wygodny dla dziecka.","W sposób wygodny dla siebie.","Zgodnie z zaleceniami producenta urządzenia.","C","","1","B,C,D,B1,C1,D1"
"10872","W jaki sposób w pojeździe zainstalujesz podtrzymujące dziecko urządzenie, które służy do jego przewozu?","Tak, jak życzy sobie tego dziecko.","W sposób wygodny dla siebie.","Zalecany przez producenta urządzenia.","C","","1","B,C,D,B1,C1,D1"
"10874","Jakie warunki powinien spełniać samochód osobowy, którym chcesz przewieźć dziecko, które ma mniej niż trzy lata?","Powinien być wyposażony w pasy i fotelik bezpieczeństwa.","Może nie mieć pasów bezpieczeństwa.","Nie musi być wyposażony w pasy i fotelik bezpieczeństwa.","A","","1","B"
"10876","Czym powinieneś się kierować wybierając fotelik lub urządzenie przytrzymujące służące do przewozu dziecka?","Estetyką.","Właściwymi warunkami technicznymi dotyczącymi tych urządzeń.","Przede wszystkim wygodą.","B","","1","B"
"10878","Jakie muszą być spełnione warunki podczas przewożenia dziecka na tylnym siedzeniu samochodu osobowego?","Przewożone dziecko ma co najmniej 135 cm wzrostu, jest przypięte tylko pasami bezpieczeństwa, gdyż masa i wzrost uniemożliwia przewóz w foteliku lub innym urządzeniu przytrzymującym  dziecko.","Przewożone dziecko ma co najmniej 125 cm wzrostu, jest przypięte tylko pasami bezpieczeństwa, gdyż masa i wzrost uniemożliwia przewóz w foteliku.","Nie można przekraczać prędkości 50 km/h.","A","","1","B"
"10880","Jakie musisz spełnić warunki, gdy chcesz przewieźć dziecko na tylnym siedzeniu samochodu osobowego?","Przewożone dziecko ma co najmniej 125 cm wzrostu, jest przypięte tylko pasami bezpieczeństwa, gdyż masa i wzrost uniemożliwia przewóz w urządzeniu przytrzymującym.","Nie można przekraczać prędkości 40 km/h.","Przewożone dziecko ma co najmniej 135 cm wzrostu, jest przypięte tylko pasami bezpieczeństwa, gdyż masa i wzrost uniemożliwia przewóz w urządzeniu przytrzymującym.","C","","1","B"
"10882","Co musisz zrobić, żeby przewieźć trzyletnie dziecko na tylnym siedzeniu samochodu osobowego, na którym w fotelikach już siedzi dwoje dzieci i nie ma możliwości zainstalowania trzeciego fotelika?","Musisz zabezpieczyć dziecko pasami bezpieczeństwa.","Powinieneś posadzić dziecko na kolanach osoby dorosłej.","Musisz zablokować tylne drzwi, uniemożliwiając ich otwarcie od zewnątrz.","A","","1","B"
"10883","Co musisz zrobić gdy chcesz przewieźć trzyletnie dziecko na tylnym siedzeniu samochodu osobowego, na którym w urządzeniach przytrzymujących już siedzi dwoje dzieci i nie ma możliwości zainstalowania trzeciego urządzenia?","Powinieneś zapewnić dziecku podstawkę na nogi.","Musisz zabezpieczyć dziecko pasami bezpieczeństwa.","Powinieneś posadzić dziecko na środku tylnego siedzenia.","B","","1","B"
"10885","Jakie dokumenty masz obowiązek mieć przy sobie i okazywać na żądanie uprawnionego organu podczas kontroli drogowej?","Potwierdzenie opłaty obowiązkowego ubezpieczenia odpowiedzialności cywilnej.","Pokwitowanie zatrzymania dowodu rejestracyjnego w okresie, w którym uprawnia ono do używania pojazdu.","W każdym przypadku zaświadczenie o przeprowadzonym badaniu technicznym.","B","","1","A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"10886","Jakie dokumenty masz obowiązek mieć przy sobie i okazywać na żądanie uprawnionego organu podczas kontroli drogowej?","Potwierdzenie opłaty ubezpieczenia AC.","Pokwitowanie zatrzymania pozwolenia czasowego w okresie, w którym uprawnia ono do używania pojazdu.","Zaświadczenie o przeprowadzonym badaniu technicznym, w przypadku, gdy pojazd jest zasilany gazem.","B","","1","B,C,D,T,B1,C1,D1"
"10887","Jakie dokumenty masz obowiązek mieć przy sobie i okazywać na żądanie uprawnionego organu podczas kontroli drogowej?","Dowód rejestracyjny.","Pokwitowanie zatrzymania dowodu rejestracyjnego w okresie, w którym uprawnia ono do używania pojazdu.","Świadectwo zgodności z warunkami technicznymi.","B","","1","A,B,C,D,T,AM,A1,A2,B1,C1,D1"
